BOROUGH,ZIP,BUILDING_NO,STREET,BLOCK,LOT,COUNTY,CITY,STATUS1,STATUS2,STATUS3
MANHATTAN,10002,86,Clinton Street,348,44,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,87,Clinton Street,348,22,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,91,Clinton Street,348,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,93,Clinton Street,348,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,95,Clinton Street,348,26,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,97,Clinton Street,348,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,99,Clinton Street,348,28,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,101,Clinton Street,348,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,105,Clinton Street,348,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,107,Clinton Street,348,32,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,141 TO 161,Clinton Street,346,7501,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,201,Clinton Street,285,16,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,219,East Broadway,285,16,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,204 TO 206,Clinton Street,286,1,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,207,Clinton Street,285,15,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,1 TO 7,Delancey Street,424,12,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,
MANHATTAN,10002,9 TO 11,Delancey Street,424,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,10,Delancey Street,425,41,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,12,Delancey Street,425,41,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,14,Delancey Street,425,40,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,46,Delancey Street,420,74,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,47 TO 53,Delancey Street,419,63,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,141,Eldridge Street,419,63,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,55,Delancey Street,414,5,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,61,Delancey Street,414,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,101,Delancey Street,409,43,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,168.5,Delancey Street,348,76,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,170,Delancey Street,348,74,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,174,Delancey Street,348,72,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,175,Delancey Street,347,7501,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,13,Division Street,281,59,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,19,Division Street,281,55,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10002,51,Division Street,281,30,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,115,Division Street,283,91,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,123,Division Street,283,87,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,136 TO 138,Division Street,294,28,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,139,Division Street,283,79,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,143,Division Street,283,77,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,24,East Broadway,281,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,38,East Broadway,281,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,54,East Broadway,281,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,56,East Broadway,281,26,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,60,East Broadway,281,28,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,61,East Broadway,280,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,64,East Broadway,281,30,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,66,East Broadway,281,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,94,East Broadway,282,54,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,95,East Broadway,282,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,96,East Broadway,282,55,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,99,East Broadway,282,28,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,101,East Broadway,282,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,125,East Broadway,283,43,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,126,East Broadway,283,54,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,127,East Broadway,283,41,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,129,East Broadway,283,40,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,133,East Broadway,283,38,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,137,East Broadway,283,36,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,139,East Broadway,283,35,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,144,East Broadway,283,63,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,146,East Broadway,283,64,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,150,East Broadway,283,66,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,152,East Broadway,283,67,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,154,East Broadway,283,68,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,158,East Broadway,283,70,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,30,Canal Street,283,70,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,160,East Broadway,283,71,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,162,East Broadway,283,72,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,167,East Broadway,284,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,169,East Broadway,284,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,171,East Broadway,284,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,181,East Broadway,284,20,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,187,East Broadway,284,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,189,East Broadway,284,16,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,211,East Broadway,285,20,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,221,East Broadway,286,40,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,243,East Broadway,286,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,251,East Broadway,286,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,253,East Broadway,286,24,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,137,East Houston Street,422,48,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,217,East Houston Street,412,58,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,250,East Houston Street,397,63,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,255 TO 259,East Houston Street,355,54,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,171,Suffolk Street,355,54,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,273 TO 275,East Houston Street,350,14,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,279,East Houston Street,350,16,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,283,East Houston Street,350,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,305,East Houston Street,350,56,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,319,East Houston Street,345,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,325,East Houston Street,345,14,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,331,East Houston Street,345,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,2,Eldridge Street,293,28,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,5,Eldridge Street,292,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,9,Eldridge Street,292,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,13,Eldridge Street,292,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,17,Eldridge Street,292,23,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,19,Eldridge Street,292,22,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,
MANHATTAN,10002,21,Eldridge Street,292,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,26,Eldridge Street,293,10,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,38,Eldridge Street,300,3,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,42,Eldridge Street,300,4,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,44,Eldridge Street,300,5,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,46,Eldridge Street,300,6,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,67,Eldridge Street,306,35,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,73,Eldridge Street,306,32,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,84,Eldridge Street,307,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,85,Eldridge Street,306,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,86,Eldridge Street,307,12,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,89 TO 91,Eldridge Street,306,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,289,Grand Street,306,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,106,Eldridge Street,413,1,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,108 TO 110,Eldridge Street,413,2,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,109,Eldridge Street,418,47,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,111,Eldridge Street,418,46,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,112 TO 114,Eldridge Street,413,4,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,115,Eldridge Street,418,44,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,116,Eldridge Street,413,6,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,118,Eldridge Street,413,8,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,127,Eldridge Street,419,71,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,129,Eldridge Street,419,70,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,131,Eldridge Street,419,69,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,135 TO 137,Eldridge Street,419,66,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,136,Eldridge Street,414,2,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,138,Eldridge Street,414,3,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,139,Eldridge Street,419,65,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,163,Eldridge Street,420,70,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,176,Eldridge Street,415,12,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,180,Eldridge Street,415,12,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,231,Eldridge Street,422,64,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,235,Eldridge Street,422,62,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,13,Essex Street,297,22,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,15,Essex Street,297,22,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,17,Essex Street,297,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,21,Essex Street,297,19,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,23,Essex Street,297,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,27.5,Essex Street,310,32,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,29,Essex Street,310,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,31,Essex Street,310,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,33,Essex Street,310,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,39,Essex Street,310,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,41,Essex Street,310,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,45,Essex Street,310,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,47,Essex Street,310,22,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,49,Essex Street,310,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,115,Essex Street,410,55,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,140,Essex Street,354,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,143,Essex Street,411,61,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,145,Essex Street,411,61,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,147,Essex Street,411,60,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,153 TO 155,Essex Street,411,7504,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,159,Essex Street,412,73,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,118,Stanton Street,412,73,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,179,Essex Street,412,62,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,28,Forsyth Street,292,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,62 TO 64,Forsyth Street,306,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,68,Forsyth Street,306,4,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,70,Forsyth Street,306,5,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,72,Forsyth Street,306,6,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,74,Forsyth Street,306,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,78,Forsyth Street,306,9,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,100 TO 102,Forsyth Street,418,32,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,104,Forsyth Street,418,34,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,120,Forsyth Street,419,46,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,122,Forsyth Street,419,47,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,124,Forsyth Street,419,48,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,146,Forsyth Street,420,43,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,148,Forsyth Street,420,44,62,NEW YORK,MULTIPLE DWELLING B,GARDEN COMPLEX,SEC 608
MANHATTAN,10002,337,Grand Street,309,18,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,23,Henry Street,280,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,25,Henry Street,280,2,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,26,Henry Street,277,45,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,27,Henry Street,280,3,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,28,Henry Street,277,44,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,29,Henry Street,280,4,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,30,Henry Street,277,43,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,31,Henry Street,280,5,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,33,Henry Street,280,6,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,35,Henry Street,280,7,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,37,Henry Street,280,8,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10002,39,Henry Street,280,9,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,41,Henry Street,280,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,43,Henry Street,280,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,44,Henry Street,277,36,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,45,Henry Street,280,13,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,52,Henry Street,277,32,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,54,Henry Street,277,31,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,56,Henry Street,277,30,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,58,Henry Street,277,29,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,83,Henry Street,282,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,93,Henry Street,282,12,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,105,Henry Street,283,49,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,111,Henry Street,283,3,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,113,Henry Street,283,4,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,117,Henry Street,283,5,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,119,Henry Street,283,6,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,121,Henry Street,283,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,123,Henry Street,283,8,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,125,Henry Street,283,9,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,127,Henry Street,283,10,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,131,Henry Street,283,12,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,133,Henry Street,283,13,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,142,Henry Street,273,7501,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,
MANHATTAN,10002,146,Henry Street,271,61,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,150,Henry Street,271,59,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,160,Henry Street,271,54,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,162,Henry Street,271,53,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10002,166,Henry Street,271,51,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,168,Henry Street,271,50,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,170 TO 172,Henry Street,271,48,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,173 TO 177,Henry Street,284,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,191,Henry Street,285,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,195,Henry Street,285,9,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,199,Henry Street,285,11,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,211,Henry Street,286,2,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,213,Henry Street,286,3,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,217,Henry Street,286,5,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,221,Henry Street,286,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,233 TO 235,Henry Street,286,13,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,237,Henry Street,286,15,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,243,Henry Street,286,18,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,58 TO 62,Hester Street,298,15,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,83,Hester Street,308,28,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,86,Hester Street,300,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,88,Hester Street,300,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,145,Hester Street,304,1,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,26,Jefferson Street,271,47,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,13 TO 15,Ludlow Street,298,26,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,17,Ludlow Street,298,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,34,Ludlow Street,310,40,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,36,Ludlow Street,310,2,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,38,Ludlow Street,310,3,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,40,Ludlow Street,310,4,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,41 TO 43,Ludlow Street,309,26,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10002,48,Ludlow Street,310,7,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,53,Ludlow Street,309,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,65,Ludlow Street,408,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,69,Ludlow Street,408,19,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,77 TO 79,Ludlow Street,408,1104,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),COOP/CONDO PLAN FILE
MANHATTAN,10002,243,Broome Street,408,1104,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),COOP/CONDO PLAN FILE
MANHATTAN,10002,81 TO 83,Ludlow Street,409,26,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),
MANHATTAN,10002,85,Ludlow Street,409,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,87,Ludlow Street,409,22,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,109,Ludlow Street,410,25,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,110,Ludlow Street,410,37,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,115,Ludlow Street,410,23,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10002,117,Ludlow Street,410,22,62,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE,
MANHATTAN,10002,119,Ludlow Street,410,21,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,122,Ludlow Street,410,43,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,123,Ludlow Street,410,18,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,124,Ludlow Street,410,44,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,126,Ludlow Street,410,46,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,127,Ludlow Street,410,17,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,132,Ludlow Street,411,75,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,138 TO 140,Ludlow Street,411,42,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,143,Ludlow Street,411,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,150,Ludlow Street,411,45,62,NEW YORK,MULTIPLE DWELLING A,J-51,
MANHATTAN,10002,151,Ludlow Street,411,23,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,153,Ludlow Street,411,21,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,163,Ludlow Street,412,34,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,164,Ludlow Street,412,41,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
MANHATTAN,10002,165,Ludlow Street,412,33,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,167,Ludlow Street,412,32,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,168,Ludlow Street,412,42,62,NEW YORK,MULTIPLE DWELLING A,J-51,
MANHATTAN,10002,170,Ludlow Street,412,43,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,172,Ludlow Street,412,44,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,174,Ludlow Street,412,45,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,175,Ludlow Street,412,28,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,176 TO 178,Ludlow Street,412,46,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,177,Ludlow Street,412,27,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,188,Ludlow Street,412,53,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),
MANHATTAN,10002,75,Madison Street,277,1,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,76 TO 80,Madison Street,276,52,62,NEW YORK,MULTIPLE DWELLING B,,
MANHATTAN,10002,77 TO 79,Madison Street,277,2,62,NEW YORK,MULTIPLE DWELLING A,,
MANHATTAN,10002,81,Madison Street,277,4,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,
